delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,expected_date,actual_date,is_delayed,delivery_status,delivery_rating,delivery_cost
15171,ecom express,groceries,ev bike,two day,west,cold,129.3,47.66,16-01-2024,17-01-2024,yes,delivered,5,789.48
15172,dhl,pharmacy,scooter,same day,central,stormy,200.1,8.73,17-01-2024,17-01-2024,no,delivered,4,1126.69
15173,delhivery,fragile items,truck,same day,central,rainy,57.3,40.05,23-01-2024,26-01-2024,yes,delivered,4,506.65
15174,blue dart,automobile parts,truck,two day,north,stormy,168.1,44.95,20-01-2024,23-01-2024,yes,delivered,4,975.35
15175,shadowfax,automobile parts,bike,standard,central,stormy,134.2,37.04,13-01-2024,13-01-2024,no,delivered,4,782.12
15176,ecom express,clothing,scooter,two day,central,stormy,42.2,17.2,10-01-2024,11-01-2024,yes,delivered,5,262.6
15177,xpressbees,groceries,scooter,standard,central,clear,275.4,18.5,05-01-2024,07-01-2024,yes,delivered,4,1432.5
15178,shadowfax,groceries,bike,two day,east,hot,270.7,7.05,02-01-2024,02-01-2024,no,delivered,5,1374.65
15179,ekart,fragile items,ev van,standard,central,cold,287.6,2.48,07-01-2024,08-01-2024,yes,delivered,5,1445.44
15180,dhl,groceries,bike,same day,south,foggy,54.9,14.17,03-01-2024,05-01-2024,yes,delivered,5,417.01
15181,delhivery,documents,ev bike,standard,east,stormy,6.7,16.52,08-01-2024,08-01-2024,no,delivered,4,95.6674
15182,dhl,cosmetics,van,standard,south,clear,223.1,9.19,02-01-2024,03-01-2024,yes,delivered,3,1143.07
15183,shadowfax,furniture,scooter,same day,south,rainy,82,39.49,06-01-2024,09-01-2024,yes,failed,2,628.47
15184,ecom express,cosmetics,truck,two day,south,cold,189,27.78,03-01-2024,04-01-2024,yes,delivered,5,1028.34
15185,ecom express,groceries,ev van,standard,west,cold,160.6,8.07,12-01-2024,14-01-2024,yes,delivered,5,827.21
15186,amazon logistics,furniture,truck,two day,west,clear,173.9,2.97,03-01-2024,04-01-2024,yes,delivered,5,878.41
15187,delhivery,electronics,bike,two day,central,stormy,149.3,48.86,03-01-2024,06-01-2024,yes,delivered,3,893.08
15188,amazon logistics,electronics,ev bike,same day,west,clear,4.1,31.22,05-01-2024,07-01-2024,yes,delivered,5,214.16
15189,blue dart,electronics,ev bike,express,north,hot,80.9,0.67,09-01-2024,11-01-2024,yes,delivered,5,456.18
15190,shadowfax,clothing,ev van,two day,east,cold,276.7,13.57,17-01-2024,17-01-2024,no,delivered,4,1424.21
15191,ecom express,groceries,scooter,same day,west,stormy,127.4,33.06,15-01-2024,16-01-2024,yes,delayed,3,836.18
15192,amazon logistics,electronics,ev van,standard,east,foggy,95.7,43.33,17-01-2024,18-01-2024,yes,delivered,3,608.49
15193,shadowfax,clothing,van,two day,north,rainy,8.1,45.4,07-01-2024,09-01-2024,yes,delivered,3,176.7
15194,ekart,fragile items,van,express,south,hot,112,31.92,03-01-2024,05-01-2024,yes,delayed,3,705.76
15195,fedex,fragile items,truck,express,east,cold,67.4,2.33,22-01-2024,24-01-2024,yes,delivered,5,393.99
15196,xpressbees,documents,truck,standard,south,foggy,156.7,4.73,17-01-2024,17-01-2024,no,delivered,5,797.69
15197,fedex,automobile parts,scooter,express,west,hot,208.1,8.58,13-01-2024,13-01-2024,no,delayed,2,1116.24
15198,dhl,clothing,scooter,same day,west,foggy,19.3,16.46,16-01-2024,19-01-2024,yes,delivered,5,245.88
15199,dhl,electronics,truck,two day,south,rainy,213.9,43.05,17-01-2024,19-01-2024,yes,delivered,5,1198.65
15200,shadowfax,groceries,ev van,express,west,hot,7.8,44.44,17-01-2024,20-01-2024,yes,delivered,4,222.32
15201,delhivery,documents,scooter,same day,east,stormy,205.4,18.04,22-01-2024,24-01-2024,yes,delayed,3,1181.12
15202,ecom express,electronics,truck,standard,north,stormy,47.2,15.58,11-01-2024,13-01-2024,yes,delivered,4,282.74
15203,delhivery,fragile items,scooter,standard,central,hot,105.1,23.99,23-01-2024,26-01-2024,yes,delivered,3,597.47
15204,ecom express,automobile parts,scooter,same day,west,cold,37.7,14.44,25-01-2024,27-01-2024,yes,delivered,4,331.82
15205,delhivery,documents,ev bike,standard,central,rainy,166.8,46.8,15-01-2024,16-01-2024,yes,delivered,4,974.4
15206,fedex,documents,ev bike,express,central,hot,237.7,20.86,12-01-2024,15-01-2024,yes,delayed,3,1301.08
15207,dhl,cosmetics,van,standard,south,foggy,168.5,44.08,07-01-2024,09-01-2024,yes,delivered,5,974.74
15208,shadowfax,automobile parts,van,express,central,stormy,271.1,1.29,02-01-2024,04-01-2024,yes,delayed,2,1409.37
15209,dhl,documents,van,express,central,rainy,10.6,12.87,14-01-2024,16-01-2024,yes,delayed,3,141.61
15210,ecom express,cosmetics,ev van,express,north,hot,107.8,31.09,05-01-2024,06-01-2024,yes,failed,2,682.27
15211,delhivery,electronics,ev van,express,west,clear,114.5,40.12,03-01-2024,04-01-2024,yes,delayed,2,742.86
15212,ecom express,pharmacy,bike,standard,central,stormy,96.4,17.89,10-01-2024,10-01-2024,no,delivered,4,535.67
15213,xpressbees,automobile parts,ev bike,two day,north,foggy,126.9,19.18,15-01-2024,17-01-2024,yes,delivered,5,692.04
15214,amazon logistics,furniture,van,express,north,rainy,171.9,36.57,21-01-2024,23-01-2024,yes,delayed,3,1019.21
15215,blue dart,pharmacy,truck,two day,south,foggy,59,9.79,14-01-2024,16-01-2024,yes,delivered,4,324.37
15216,delhivery,cosmetics,ev van,standard,north,clear,61,2.3,07-01-2024,10-01-2024,yes,delivered,4,311.9
15217,dhl,pharmacy,van,standard,north,rainy,43.4,7.24,24-01-2024,26-01-2024,yes,delivered,5,238.72
15218,ekart,cosmetics,van,express,south,foggy,89.9,36.56,20-01-2024,20-01-2024,no,failed,1,609.18
15219,amazon logistics,fragile items,truck,standard,south,clear,193.9,35.91,24-01-2024,26-01-2024,yes,delivered,5,1077.23
15220,ecom express,electronics,scooter,express,east,stormy,154.9,7.01,13-01-2024,14-01-2024,yes,failed,1,845.53
15221,dhl,fragile items,scooter,two day,central,stormy,86.9,8.52,05-01-2024,08-01-2024,yes,delivered,4,460.06
15222,xpressbees,automobile parts,truck,two day,central,cold,288,44.48,07-01-2024,10-01-2024,yes,delivered,5,1573.44
15223,delhivery,automobile parts,scooter,express,north,cold,190.4,38.25,08-01-2024,09-01-2024,yes,delivered,5,1116.75
15224,xpressbees,groceries,truck,standard,central,hot,81.6,21.98,25-01-2024,26-01-2024,yes,delivered,3,473.94
15225,delhivery,pharmacy,scooter,express,west,stormy,14.8,27.3,03-01-2024,03-01-2024,no,delayed,3,205.9
15226,xpressbees,groceries,bike,express,south,stormy,71.4,45.59,12-01-2024,15-01-2024,yes,delayed,2,543.77
15227,dhl,fragile items,bike,standard,east,clear,146.9,12.26,25-01-2024,28-01-2024,yes,delivered,5,771.28
15228,dhl,groceries,scooter,two day,east,rainy,62.6,13.3,09-01-2024,10-01-2024,yes,delivered,4,352.9
15229,ekart,documents,bike,same day,central,hot,97.7,32.24,09-01-2024,11-01-2024,yes,delivered,4,685.22
15230,dhl,cosmetics,scooter,express,north,hot,296.5,19.93,05-01-2024,08-01-2024,yes,delayed,3,1592.29
15231,amazon logistics,electronics,van,express,east,clear,280.8,16.33,05-01-2024,07-01-2024,yes,delayed,2,1502.99
15232,amazon logistics,groceries,scooter,express,central,stormy,153.4,38.14,13-01-2024,16-01-2024,yes,failed,1,931.42
15233,dhl,clothing,truck,express,west,rainy,251.5,0.67,11-01-2024,14-01-2024,yes,failed,1,1308.91
15234,ekart,groceries,van,two day,south,hot,84.8,21.91,17-01-2024,18-01-2024,yes,delivered,4,489.73
15235,fedex,furniture,bike,same day,central,stormy,224,14.63,12-01-2024,14-01-2024,yes,failed,2,1263.89
15236,xpressbees,electronics,van,standard,south,foggy,268.8,47.32,17-01-2024,20-01-2024,yes,delivered,5,1485.96
15237,blue dart,fragile items,bike,standard,south,cold,250.1,25.27,23-01-2024,25-01-2024,yes,delivered,4,1326.31
15238,xpressbees,groceries,ev bike,two day,central,foggy,190.2,39.66,08-01-2024,08-01-2024,no,delivered,5,1069.98
15239,ecom express,groceries,van,express,west,rainy,248.5,38.07,25-01-2024,25-01-2024,no,delayed,3,1406.71
15240,amazon logistics,clothing,truck,express,south,stormy,3.6,42.28,09-01-2024,11-01-2024,yes,delayed,2,192.34
15241,fedex,automobile parts,bike,two day,west,cold,116.3,6.04,16-01-2024,18-01-2024,yes,delivered,5,599.62
15242,ekart,fragile items,van,two day,north,foggy,230.8,46.53,06-01-2024,08-01-2024,yes,delivered,3,1293.59
15243,ekart,furniture,ev bike,same day,south,rainy,122.6,21.69,08-01-2024,09-01-2024,yes,delayed,2,778.07
15244,xpressbees,groceries,scooter,two day,central,stormy,56.9,9.64,03-01-2024,04-01-2024,yes,delivered,4,313.42
15245,fedex,furniture,ev van,same day,south,rainy,232.5,22.95,20-01-2024,23-01-2024,yes,delayed,2,1331.35
15246,delhivery,automobile parts,van,two day,north,rainy,183.5,39.89,24-01-2024,25-01-2024,yes,delivered,4,1037.17
15247,xpressbees,clothing,bike,express,central,stormy,157.7,28.62,08-01-2024,11-01-2024,yes,failed,2,924.36
15248,blue dart,cosmetics,scooter,standard,north,clear,102.3,31.14,05-01-2024,08-01-2024,yes,delivered,4,604.92
15249,ecom express,automobile parts,van,standard,central,cold,30.1,14.79,13-01-2024,16-01-2024,yes,delivered,5,194.87
15250,dhl,cosmetics,ev van,same day,east,rainy,259.2,42.99,22-01-2024,23-01-2024,yes,delayed,2,1524.97
15251,dhl,fragile items,van,two day,south,hot,61,29.12,21-01-2024,22-01-2024,yes,delivered,4,392.36
15252,delhivery,automobile parts,scooter,express,south,foggy,190.7,25.66,11-01-2024,12-01-2024,yes,delayed,3,1080.48
15253,blue dart,electronics,van,same day,north,rainy,88.8,40.45,15-01-2024,16-01-2024,yes,delivered,3,665.35
15254,ecom express,documents,ev van,same day,central,clear,69.8,25.6,16-01-2024,16-01-2024,no,delivered,5,525.8
15255,fedex,clothing,ev van,two day,central,rainy,134.6,17.63,03-01-2024,03-01-2024,no,delivered,4,725.89
15256,ecom express,pharmacy,truck,two day,west,foggy,220,48.27,21-01-2024,22-01-2024,yes,delivered,4,1244.81
15257,ecom express,groceries,ev van,same day,south,clear,69.9,13.04,01-01-2024,01-01-2024,no,delivered,5,488.62
15258,delhivery,electronics,ev bike,express,east,hot,28.7,11.41,10-01-2024,13-01-2024,yes,failed,2,227.73
15259,dhl,pharmacy,van,express,west,hot,146,34.33,04-01-2024,06-01-2024,yes,delayed,2,882.99
15260,amazon logistics,electronics,ev van,express,north,stormy,164.9,20.15,12-01-2024,15-01-2024,yes,delayed,3,934.95
15261,fedex,groceries,bike,two day,west,rainy,197.3,7.24,02-01-2024,04-01-2024,yes,delivered,4,1008.22
15262,fedex,groceries,ev bike,same day,south,stormy,135.8,8.89,25-01-2024,28-01-2024,yes,delivered,5,805.67
15263,shadowfax,automobile parts,truck,standard,west,hot,116.8,27.36,23-01-2024,23-01-2024,no,delivered,3,666.08
15264,xpressbees,cosmetics,truck,express,central,hot,46.6,42.83,23-01-2024,24-01-2024,yes,delivered,4,411.49
15265,ecom express,pharmacy,ev van,express,south,foggy,90.8,49.52,06-01-2024,06-01-2024,no,failed,1,653.58
15266,amazon logistics,fragile items,scooter,same day,south,clear,75.3,39.47,20-01-2024,21-01-2024,yes,delivered,5,594.91
15267,shadowfax,clothing,scooter,two day,east,foggy,40.6,10.12,23-01-2024,25-01-2024,yes,delivered,5,233.36
15268,shadowfax,documents,truck,standard,north,rainy,286.5,33.97,21-01-2024,22-01-2024,yes,delivered,5,1534.41
15269,dhl,cosmetics,ev bike,same day,south,hot,55.8,10.1,23-01-2024,26-01-2024,yes,delivered,4,409.3
15270,blue dart,cosmetics,bike,same day,south,foggy,172.1,8.12,16-01-2024,18-01-2024,yes,delivered,5,984.86
15271,xpressbees,electronics,van,standard,north,hot,121.5,8.61,08-01-2024,08-01-2024,no,delivered,3,633.33
15272,delhivery,documents,van,standard,west,rainy,164.8,8.16,12-01-2024,12-01-2024,no,delivered,3,848.48
15273,xpressbees,documents,ev bike,standard,east,rainy,175.9,3.37,09-01-2024,09-01-2024,no,delivered,3,889.61
15274,fedex,electronics,ev van,two day,central,foggy,156.5,19.58,24-01-2024,26-01-2024,yes,delivered,3,841.24
15275,amazon logistics,pharmacy,bike,standard,south,hot,99.6,15.19,13-01-2024,15-01-2024,yes,delivered,5,543.57
15276,ecom express,electronics,truck,standard,south,cold,102.9,45.89,10-01-2024,12-01-2024,yes,delivered,4,652.17
15277,fedex,fragile items,ev bike,express,east,cold,52,43,25-01-2024,25-01-2024,no,delayed,3,439
15278,shadowfax,pharmacy,scooter,same day,south,clear,124.5,11.73,03-01-2024,04-01-2024,yes,delivered,4,757.69
15279,fedex,cosmetics,ev van,express,west,stormy,109.2,25.76,17-01-2024,19-01-2024,yes,delayed,2,673.28
15280,dhl,furniture,ev van,same day,central,rainy,297.1,26.31,06-01-2024,07-01-2024,yes,failed,2,1632.7206
15281,delhivery,automobile parts,scooter,express,west,rainy,28.9,20.14,13-01-2024,15-01-2024,yes,delayed,2,254.92
15282,delhivery,documents,bike,express,north,cold,173.7,21.69,21-01-2024,22-01-2024,yes,delivered,4,983.57
15283,xpressbees,pharmacy,truck,same day,west,clear,296.9,4.26,21-01-2024,22-01-2024,yes,delayed,2,1597.28
15284,ecom express,electronics,ev van,same day,south,stormy,278.4,30.51,24-01-2024,26-01-2024,yes,delayed,2,1583.53
15285,delhivery,fragile items,ev bike,same day,central,hot,208.4,25.52,17-01-2024,17-01-2024,no,failed,1,1218.56
15286,ekart,pharmacy,ev bike,two day,south,cold,119.7,24.42,17-01-2024,20-01-2024,yes,delivered,3,671.76
15287,shadowfax,clothing,ev bike,express,west,foggy,218.4,46.38,14-01-2024,16-01-2024,yes,delayed,3,1281.14
15288,xpressbees,fragile items,bike,standard,south,rainy,281,42.66,01-01-2024,02-01-2024,yes,delivered,5,1532.98
15289,xpressbees,automobile parts,bike,standard,central,foggy,163.1,19.3,20-01-2024,22-01-2024,yes,delivered,4,873.4
15290,xpressbees,electronics,bike,same day,north,hot,103.6,25.95,06-01-2024,08-01-2024,yes,delivered,5,695.85
15291,delhivery,fragile items,ev van,express,central,stormy,5,19.28,11-01-2024,13-01-2024,yes,delayed,3,132.84
15292,ekart,cosmetics,ev van,express,central,cold,152.4,28.03,24-01-2024,27-01-2024,yes,delayed,2,896.09
15293,fedex,groceries,ev van,same day,north,hot,28.8,44.72,25-01-2024,28-01-2024,yes,delivered,5,378.16
15294,delhivery,pharmacy,bike,same day,south,cold,96.3,27.97,08-01-2024,11-01-2024,yes,delivered,5,665.41
15295,dhl,fragile items,ev van,two day,south,stormy,187.2,47.23,15-01-2024,17-01-2024,yes,delivered,4,1077.69
15296,dhl,furniture,ev van,two day,south,clear,84.1,42.01,22-01-2024,23-01-2024,yes,delivered,3,546.53
15297,ecom express,pharmacy,ev bike,same day,east,clear,67.9,15.11,17-01-2024,18-01-2024,yes,delivered,4,484.83
15298,ekart,electronics,van,same day,west,stormy,177,24.78,12-01-2024,13-01-2024,yes,failed,1,1059.34
15299,ecom express,automobile parts,bike,two day,north,cold,22.9,21.8,13-01-2024,16-01-2024,yes,delivered,3,179.9
15300,xpressbees,automobile parts,van,standard,central,foggy,278.6,5.22,25-01-2024,27-01-2024,yes,delivered,5,1408.66
15301,xpressbees,clothing,scooter,two day,north,clear,295,14.52,04-01-2024,05-01-2024,yes,delivered,4,1518.56
15302,amazon logistics,furniture,truck,express,east,stormy,296.8,22.66,20-01-2024,21-01-2024,yes,failed,1,1601.98
15303,amazon logistics,documents,ev van,standard,west,stormy,3.6,41.78,05-01-2024,06-01-2024,yes,delivered,5,140.34
15304,ekart,groceries,van,same day,south,clear,3.6,46.09,03-01-2024,06-01-2024,yes,delivered,4,246.77
15305,dhl,documents,bike,two day,east,stormy,31.8,20.15,19-01-2024,21-01-2024,yes,delivered,5,219.45
15306,fedex,fragile items,van,standard,north,foggy,275.3,3.53,21-01-2024,21-01-2024,no,delivered,4,1387.09
15307,ecom express,cosmetics,ev bike,standard,north,clear,260.9,44.35,18-01-2024,19-01-2024,yes,delivered,5,1437.55
15308,delhivery,fragile items,truck,same day,east,clear,6.3,30.25,21-01-2024,21-01-2024,no,delivered,5,222.25
15309,fedex,fragile items,bike,same day,north,stormy,22.4,43.39,09-01-2024,10-01-2024,yes,failed,2,342.17
15310,blue dart,cosmetics,van,same day,east,rainy,91.7,4.91,20-01-2024,21-01-2024,yes,failed,1,573.23
15311,blue dart,clothing,van,two day,central,rainy,84.5,40.93,13-01-2024,16-01-2024,yes,delivered,5,545.29
15312,xpressbees,fragile items,bike,two day,south,hot,3.6,1.24,14-01-2024,17-01-2024,yes,delivered,5,95.6674
15313,blue dart,fragile items,van,two day,west,rainy,25.3,44.08,03-01-2024,03-01-2024,no,delivered,4,258.74
15314,amazon logistics,clothing,ev bike,standard,west,foggy,203.8,48.19,11-01-2024,14-01-2024,yes,delivered,4,1163.57
15315,ecom express,electronics,bike,express,west,stormy,177.7,32.33,07-01-2024,10-01-2024,yes,failed,1,1035.49
15316,xpressbees,cosmetics,truck,same day,west,cold,106.8,26.56,07-01-2024,10-01-2024,yes,delivered,4,713.68
15317,blue dart,groceries,truck,two day,west,cold,74.2,30.4,02-01-2024,03-01-2024,yes,delivered,3,462.2
15318,blue dart,documents,ev bike,express,north,clear,142.9,38.17,25-01-2024,28-01-2024,yes,delayed,2,879.01
15319,dhl,groceries,scooter,same day,central,rainy,191.9,40.14,16-01-2024,18-01-2024,yes,delayed,3,1179.92
15320,fedex,fragile items,truck,standard,central,hot,92.1,13.67,09-01-2024,09-01-2024,no,delivered,4,501.51
15321,amazon logistics,groceries,ev bike,two day,south,hot,40.8,12.62,12-01-2024,14-01-2024,yes,delivered,4,241.86
15322,dhl,groceries,truck,same day,east,clear,275.3,20.11,03-01-2024,06-01-2024,yes,delivered,5,1536.83
15323,blue dart,groceries,ev van,standard,central,rainy,35.6,23.11,18-01-2024,19-01-2024,yes,delivered,4,247.33
15324,ecom express,electronics,scooter,same day,south,clear,251.7,14.89,05-01-2024,08-01-2024,yes,delivered,4,1403.17
15325,ecom express,electronics,bike,express,north,rainy,169.3,18.63,25-01-2024,27-01-2024,yes,delayed,3,952.39
15326,shadowfax,groceries,ev van,express,west,hot,141.4,49.52,01-01-2024,04-01-2024,yes,delivered,4,906.13
15327,xpressbees,electronics,ev bike,express,south,cold,77.4,29.99,07-01-2024,07-01-2024,no,delivered,4,526.97
15328,ecom express,cosmetics,van,two day,west,clear,210.3,25.04,05-01-2024,07-01-2024,yes,delivered,4,1126.62
15329,fedex,groceries,truck,two day,east,cold,147.8,24.34,06-01-2024,09-01-2024,yes,delivered,5,812.02
15330,blue dart,furniture,ev van,standard,west,foggy,31.8,22.48,01-01-2024,03-01-2024,yes,delivered,4,226.44
15331,shadowfax,groceries,ev van,express,north,hot,246.5,0.67,14-01-2024,14-01-2024,no,delayed,2,1284
15332,fedex,cosmetics,ev bike,express,east,cold,205.8,6.87,01-01-2024,02-01-2024,yes,delivered,5,1099.61
15333,amazon logistics,groceries,truck,two day,east,foggy,231.2,35.49,06-01-2024,07-01-2024,yes,delivered,4,1262.47
15334,xpressbees,electronics,ev bike,express,east,clear,69.2,42.55,14-01-2024,15-01-2024,yes,delivered,3,523.65
15335,fedex,furniture,truck,same day,central,rainy,97.1,24.5,17-01-2024,17-01-2024,no,delivered,3,659
15336,dhl,clothing,van,standard,east,cold,99.2,46.77,01-01-2024,01-01-2024,no,delivered,3,636.31
15337,dhl,pharmacy,ev bike,two day,central,hot,49.1,7.26,04-01-2024,05-01-2024,yes,delivered,5,267.28
15338,shadowfax,pharmacy,bike,express,south,rainy,264.8,0.67,25-01-2024,25-01-2024,no,delayed,2,1375.26
15339,shadowfax,furniture,ev bike,express,central,cold,110.4,27.7,24-01-2024,27-01-2024,yes,delivered,3,685.1
15340,fedex,groceries,scooter,same day,north,rainy,93,9.43,03-01-2024,06-01-2024,yes,delivered,4,593.29
15341,fedex,pharmacy,truck,same day,east,clear,143.1,13.51,06-01-2024,09-01-2024,yes,delivered,4,856.03
15342,ecom express,cosmetics,truck,same day,central,stormy,286.9,23.56,20-01-2024,22-01-2024,yes,delayed,2,1605.18
15343,ekart,fragile items,scooter,two day,central,stormy,110.3,9.93,12-01-2024,12-01-2024,no,delivered,4,581.29
15344,blue dart,automobile parts,scooter,express,north,clear,279.1,5.73,24-01-2024,24-01-2024,no,failed,2,1462.69
15345,amazon logistics,electronics,scooter,same day,south,stormy,279.8,2.29,17-01-2024,18-01-2024,yes,delayed,2,1505.87
15346,ecom express,pharmacy,bike,express,west,hot,96.8,23.93,11-01-2024,11-01-2024,no,delivered,4,605.79
15347,shadowfax,electronics,ev van,standard,north,foggy,178.5,45.75,14-01-2024,15-01-2024,yes,delivered,3,1029.75
15348,dhl,groceries,truck,express,south,cold,193.1,35.97,20-01-2024,20-01-2024,no,delivered,5,1123.41
15349,dhl,cosmetics,ev bike,same day,central,foggy,86.5,29.86,11-01-2024,11-01-2024,no,delivered,5,622.08
15350,fedex,furniture,bike,standard,central,foggy,297.1,4.89,08-01-2024,09-01-2024,yes,delivered,5,1503.67
15351,delhivery,fragile items,ev van,same day,east,hot,179.4,30.73,19-01-2024,19-01-2024,no,delivered,3,1089.19
15352,fedex,automobile parts,scooter,same day,east,stormy,214.7,31.39,01-01-2024,03-01-2024,yes,delivered,5,1267.67
15353,ekart,automobile parts,van,same day,south,cold,207.5,3.91,16-01-2024,17-01-2024,yes,delivered,4,1149.23
15354,ekart,cosmetics,truck,two day,north,foggy,67.8,35.38,02-01-2024,02-01-2024,no,delivered,3,445.14
15355,shadowfax,cosmetics,ev bike,express,west,clear,178.5,25.91,03-01-2024,04-01-2024,yes,delayed,3,1020.23
15356,ecom express,fragile items,bike,two day,north,hot,259.3,49.52,23-01-2024,23-01-2024,no,delivered,5,1445.42
15357,blue dart,documents,ev van,same day,west,cold,228.9,7.29,05-01-2024,07-01-2024,yes,delivered,4,1266.37
15358,ecom express,documents,bike,standard,south,stormy,137.9,5.92,14-01-2024,16-01-2024,yes,delivered,4,707.26
15359,fedex,groceries,truck,express,west,stormy,163.3,33.59,20-01-2024,20-01-2024,no,delayed,3,967.27
15360,ecom express,cosmetics,scooter,express,east,stormy,192.8,30.6,14-01-2024,16-01-2024,yes,delayed,3,1105.8
15361,dhl,groceries,ev van,standard,central,foggy,112.1,13.7,18-01-2024,21-01-2024,yes,delivered,4,601.6
15362,ecom express,clothing,truck,same day,west,clear,100.5,28.47,13-01-2024,16-01-2024,yes,delivered,4,687.91
15363,shadowfax,fragile items,ev van,two day,central,cold,135.5,49.18,11-01-2024,12-01-2024,yes,delivered,5,825.04
15364,xpressbees,cosmetics,ev van,two day,central,stormy,297.1,8.75,11-01-2024,13-01-2024,yes,delayed,2,1524.25
15365,shadowfax,pharmacy,scooter,same day,west,hot,210.2,30.72,23-01-2024,26-01-2024,yes,delivered,3,1243.16
15366,fedex,fragile items,scooter,standard,south,stormy,40.9,5.7,12-01-2024,14-01-2024,yes,delivered,5,221.6
15367,fedex,fragile items,bike,two day,north,foggy,38.3,39.63,10-01-2024,10-01-2024,no,delivered,4,310.39
15368,amazon logistics,automobile parts,ev bike,standard,west,rainy,41.8,25.9,15-01-2024,18-01-2024,yes,delivered,5,286.7
15369,amazon logistics,documents,bike,express,west,rainy,264.6,7.8,17-01-2024,20-01-2024,yes,delayed,2,1396.4
15370,delhivery,clothing,scooter,two day,south,foggy,44.4,15.26,17-01-2024,20-01-2024,yes,delivered,5,267.78
15371,xpressbees,groceries,ev van,two day,north,clear,135.9,40.27,10-01-2024,11-01-2024,yes,delivered,5,800.31
15372,amazon logistics,fragile items,truck,standard,central,rainy,193.4,21.44,14-01-2024,15-01-2024,yes,delivered,4,1031.32
15373,xpressbees,automobile parts,van,same day,east,cold,243.4,47.64,09-01-2024,12-01-2024,yes,delivered,5,1459.92
15374,fedex,electronics,bike,two day,north,rainy,97.5,25.29,13-01-2024,14-01-2024,yes,delivered,5,563.37
15375,dhl,fragile items,ev van,express,central,rainy,70.2,26.62,18-01-2024,21-01-2024,yes,delayed,3,480.86
15376,xpressbees,furniture,ev van,same day,central,clear,31.9,8.83,14-01-2024,16-01-2024,yes,delivered,3,285.99
15377,shadowfax,fragile items,bike,express,east,cold,25,44.32,12-01-2024,13-01-2024,yes,delayed,2,307.96
15378,dhl,cosmetics,ev bike,express,south,rainy,46.3,37.58,12-01-2024,13-01-2024,yes,failed,1,394.24
15379,dhl,electronics,scooter,same day,south,hot,205.9,6.07,02-01-2024,03-01-2024,yes,delivered,4,1147.71
15380,dhl,furniture,ev bike,standard,west,clear,21.8,8.46,02-01-2024,04-01-2024,yes,delivered,5,134.38
15381,delhivery,electronics,scooter,two day,south,rainy,195.1,26.24,22-01-2024,22-01-2024,no,delivered,4,1054.22
15382,delhivery,groceries,bike,two day,east,clear,257.8,38.98,07-01-2024,08-01-2024,yes,delivered,4,1405.94
15383,delhivery,cosmetics,ev bike,standard,north,stormy,155.9,37.13,07-01-2024,10-01-2024,yes,delivered,4,890.89
15384,dhl,cosmetics,ev van,standard,east,hot,282.4,3.98,20-01-2024,23-01-2024,yes,delivered,3,1423.94
15385,fedex,cosmetics,ev bike,same day,south,cold,140,34.57,19-01-2024,20-01-2024,yes,delivered,4,903.71
15386,dhl,pharmacy,bike,express,central,clear,141.6,48.6,18-01-2024,21-01-2024,yes,delivered,5,903.8
15387,ecom express,electronics,van,same day,west,cold,48.4,30.28,16-01-2024,19-01-2024,yes,delivered,4,432.84
15388,ekart,pharmacy,truck,standard,east,foggy,190.6,27.75,13-01-2024,13-01-2024,no,delivered,4,1036.25
15389,dhl,furniture,ev bike,two day,east,clear,228.4,31.54,04-01-2024,04-01-2024,no,delivered,5,1236.62
15390,ekart,furniture,ev bike,standard,south,stormy,61.2,27.36,18-01-2024,21-01-2024,yes,delivered,5,388.08
15391,ekart,clothing,ev van,standard,west,foggy,184.4,11.27,18-01-2024,18-01-2024,no,delivered,4,955.81
15392,shadowfax,cosmetics,truck,same day,east,hot,125.2,28.03,12-01-2024,15-01-2024,yes,delivered,4,810.09
15393,ekart,pharmacy,ev van,express,north,foggy,294.6,36.68,15-01-2024,18-01-2024,yes,delayed,3,1632.7206
15394,ekart,groceries,ev bike,standard,north,clear,23.3,29.51,02-01-2024,05-01-2024,yes,delivered,3,205.03
15395,xpressbees,electronics,scooter,two day,east,cold,118.2,23.9,03-01-2024,05-01-2024,yes,delivered,5,662.7
15396,amazon logistics,electronics,ev bike,same day,south,cold,124.5,34.44,06-01-2024,09-01-2024,yes,delivered,5,825.82
15397,blue dart,groceries,bike,express,north,stormy,140.8,43,03-01-2024,03-01-2024,no,delayed,2,883
15398,blue dart,furniture,ev bike,same day,south,clear,91.4,0.67,01-01-2024,03-01-2024,yes,delivered,5,558.26
15399,ekart,automobile parts,scooter,standard,central,foggy,85.6,44.17,07-01-2024,09-01-2024,yes,delivered,4,560.51
15400,shadowfax,cosmetics,scooter,express,west,stormy,106.4,26.23,19-01-2024,22-01-2024,yes,delayed,2,660.69
15401,ecom express,furniture,truck,standard,north,hot,49.2,20.21,21-01-2024,22-01-2024,yes,delivered,5,306.63
15402,blue dart,documents,van,same day,central,hot,39.9,35.33,16-01-2024,18-01-2024,yes,delivered,5,405.49
15403,delhivery,clothing,truck,express,central,cold,267.8,49.52,17-01-2024,19-01-2024,yes,delayed,2,1537.95
15404,fedex,clothing,truck,standard,south,foggy,152,14.82,16-01-2024,16-01-2024,no,delivered,4,804.46
